"areaid","tsdatetime","probq75","probq95","initdate"
"caaguazu",2021-12-31,0.351761904761905,1e-06,"20210701"
"caazapa",2021-12-31,0.00478571428571429,1e-06,"20210701"
"canindeyu",2021-12-31,0.0451666666666667,1e-06,"20210701"
"central",2021-12-31,1e-06,1e-06,"20210701"
"concepcion",2021-12-31,0.501547619047619,1e-06,"20210701"
"cordillera",2021-12-31,0.409071428571429,0.00416666666666667,"20210701"
"guaira",2021-12-31,0.116452380952381,0.000262690476190476,"20210701"
"itapua",2021-12-31,0.139071428571429,0.00102380952380952,"20210701"
"misiones",2021-12-31,0.0898333333333333,1e-06,"20210701"
"neembucu",2021-12-31,0.194238095238095,1e-06,"20210701"
"paraguari",2021-12-31,0.00335714285714286,1e-06,"20210701"
"presidente hayes",2021-12-31,1e-06,1e-06,"20210701"
"san pedro",2021-12-31,0.042547619047619,1e-06,"20210701"
